team_id,team_name,player_id,player_name,position,date_of_birth,nationality,shirt_number
805,Belgium,3656,Axel Witsel,Midfield,1989-01-12,Belgium,
805,Belgium,3658,Youri Tielemans,Midfield,1997-05-07,Belgium,
805,Belgium,8128,Dodi Lukebakio,Midfield,1997-09-24,Belgium,
805,Belgium,8858,Alexis Saelemaekers,Midfield,1999-06-27,Belgium,
805,Belgium,8888,Hans Vanaken,Midfield,1992-08-24,Belgium,
805,Belgium,8915,Nicolas Raskin,Midfield,2001-02-23,Belgium,
805,Belgium,99775,Jeremy Doku,Midfield,2002-05-27,Belgium,
805,Belgium,114024,Amadou Onana,Midfield,2001-08-16,Belgium,
805,Belgium,182192,Diego Moreira,Midfield,2004-08-06,Belgium,
805,Belgium,3662,Romelu Lukaku,Offence,1993-05-13,Belgium,
805,Belgium,8984,Leandro Trossard,Offence,1994-12-04,Belgium,
805,Belgium,129947,Charles De Ketelaere,Offence,2001-03-10,Belgium,
805,Belgium,213511,Matias Fernandez-Pardo,Offence,2005-02-03,Belgium,
815,Morocco,3693,Munir Mohamedi,Goalkeeper,1989-05-10,Morocco,
815,Morocco,3694,Yassine Bounou,Goalkeeper,1991-04-05,Morocco,
815,Morocco,3695,Ahmed Reda Tagnaouti,Goalkeeper,1996-04-05,Morocco,
815,Morocco,53,Achraf Hakimi,Defence,1998-11-04,Morocco,
815,Morocco,7553,Noussair Mazraoui,Defence,1997-11-14,Morocco,
815,Morocco,8296,Issa Diop,Defence,1997-01-09,France,
815,Morocco,81191,Nayef Aguerd,Defence,1996-03-30,Morocco,
815,Morocco,137693,Anass Salah-Eddine,Defence,2002-01-18,Morocco,
815,Morocco,150948,Chadi Riad,Defence,2003-06-17,Morocco,
815,Morocco,172822,Redouane Halhal,Defence,2003-03-05,France,
815,Morocco,213459,Zakaria El Ouahdi,Defence,2001-12-31,Morocco,
815,Morocco,277391,Youssef Belammari,Defence,1998-09-20,Morocco,
815,Morocco,3705,Sofyan Amrabat,Midfield,1996-08-21,Morocco,
815,Morocco,7887,Brahim Diaz,Midfield,1999-08-03,Morocco,
815,Morocco,122511,Azzedine Ounahi,Midfield,2000-04-19,Morocco,
815,Morocco,130173,Ismael Saibari,Midfield,2001-01-28,Morocco,
815,Morocco,170647,Neil El Aynaoui,Midfield,2001-07-02,Morocco,
815,Morocco,189873,Bilal El Khannouss,Midfield,2005-05-09,Morocco,
815,Morocco,192313,Chemsdine Talbi,Midfield,2005-05-09,Morocco,
815,Morocco,221819,Ayyoub Bouaddi,Midfield,2007-10-02,France,
815,Morocco,244929,Samir El Mourabet,Midfield,2005-10-06,Morocco,
815,Morocco,130502,Soufiane Rahimi,Offence,1996-06-02,Morocco,
815,Morocco,172417,Ayoub El Kaabi,Offence,1993-06-25,Morocco,
815,Morocco,175941,Abdessamad Ezzalzouli,Offence,2001-12-17,Morocco,
815,Morocco,245336,Gessime Yassine,Offence,2005-11-22,France,
815,Morocco,261438,Ayoube Amaimouni-Echghouyab,Offence,2004-11-30,Morocco,
816,Austria,10702,Alexander Schlager,Goalkeeper,1996-02-01,Austria,
816,Austria,10837,Patrick Pentz,Goalkeeper,1997-01-02,Austria,
816,Austria,217244,Florian Wiegele,Goalkeeper,2001-03-21,Austria,
816,Austria,349,David Alaba,Defence,1992-06-24,Austria,
816,Austria,395,Stefan Posch,Defence,1997-05-14,Austria,
816,Austria,6576,Philipp Mwene,Defence,1994-01-29,Austria,
816,Austria,6655,Kevin Danso,Defence,1998-09-19,Austria,
816,Austria,9447,Marco Friedl,Defence,1998-03-16,Austria,
816,Austria,9477,Philipp Lienhart,Defence,1996-07-11,Austria,
816,Austria,61968,Michael Svoboda,Defence,1998-10-15,Austria,
816,Austria,113457,Alexander Prass,Defence,2001-05-26,Austria,
816,Austria,123212,David Affengruber,Defence,2001-03-19,Austria,
816,Austria,404,Florian Grillitsch,Midfield,1995-08-07,Austria,
816,Austria,6501,Alessandro Schöpf,Midfield,1994-02-07,Austria,
816,Austria,9549,Konrad Laimer,Midfield,1997-05-27,Austria,
816,Austria,9551,Marcel Sabitzer,Midfield,1994-03-17,Austria,
816,Austria,16344,Xaver Schlager,Midfield,1997-09-28,Austria,
816,Austria,16346,Romano Schmid,Midfield,2000-01-27,Austria,
816,Austria,56829,Christoph Baumgartner,Midfield,1999-08-01,Austria,
816,Austria,113038,Nicolas  Seiwald,Midfield,2001-05-04,Austria,
816,Austria,124324,Patrick Wimmer,Midfield,2001-05-30,Austria,
816,Austria,167570,Carney Chukwuemeka,Midfield,2003-10-20,Austria,
816,Austria,176932,Paul Wanner,Midfield,2005-12-23,Austria,
816,Austria,6661,Michael Gregoritsch,Offence,1994-04-18,Austria,
816,Austria,8223,Marko Arnautovic,Offence,1989-04-19,Austria,
816,Austria,10761,Saša Kalajdžić,Offence,1997-07-07,Austria,
818,Colombia,3721,Camilo Vargas,Goalkeeper,1989-03-09,Colombia,
818,Colombia,3722,David Ospina,Goalkeeper,1988-08-31,Colombia,
818,Colombia,22742,Álvaro Montero,Goalkeeper,1995-03-29,Colombia,
818,Colombia,3723,Santiago Arias,Defence,1992-01-13,Colombia,
818,Colombia,3724,Johan Mojica,Defence,1992-08-21,Colombia,
818,Colombia,3728,Yerry Mina,Defence,1994-09-23,Colombia,
818,Colombia,3733,Davinson Sánchez,Defence,1996-06-12,Colombia,
818,Colombia,8913,Deiver Machado,Defence,1993-09-02,Colombia,
818,Colombia,22010,Daniel Muñoz,Defence,1996-05-26,Colombia,
818,Colombia,22113,Jhon Lucumí,Defence,1998-06-26,Colombia,
818,Colombia,82825,Willer Ditta,Defence,1997-01-23,Colombia,
818,Colombia,365,James Rodríguez,Midfield,1991-07-12,Colombia,
818,Colombia,3737,Jefferson Lerma,Midfield,1994-10-25,Colombia,
818,Colombia,22306,Jhon Arias,Midfield,1997-09-21,Colombia,
818,Colombia,29012,Jorge Carrascal,Midfield,1998-05-25,Colombia,
818,Colombia,156738,Kevin Castaño,Midfield,2000-09-29,Colombia,
818,Colombia,168403,Juan Quintero,Midfield,1993-01-18,Colombia,
818,Colombia,170245,Jaminton Campaz,Midfield,2000-05-24,Colombia,
818,Colombia,170657,Richard Rios,Midfield,2000-06-02,Colombia,
818,Colombia,178353,Juan Portilla,Midfield,1998-09-12,Colombia,
818,Colombia,191421,Gustavo Puerta,Midfield,2003-07-23,Colombia,
818,Colombia,212,Jhon Córdoba,Offence,1993-05-11,Colombia,
818,Colombia,22396,Luis Díaz,Offence,1997-01-13,Colombia,
818,Colombia,32386,Luis Suárez,Offence,1997-12-02,Colombia,
818,Colombia,32415,Cucho Hernández,Offence,1999-04-20,Colombia,
818,Colombia,178432,Carlos Gómez,Offence,2002-09-12,Colombia,
825,Egypt,3743,Mohamed El Shenawy,Goalkeeper,1988-12-18,Egypt,
825,Egypt,132128,Mohamed Alaa,Goalkeeper,1999-09-01,Egypt,
825,Egypt,251169,Oufa Shobeir,Goalkeeper,2000-03-17,Egypt,
825,Egypt,295344,El Mahdi Soliman,Goalkeeper,1987-06-08,Egypt,
825,Egypt,780,Karim Hafez,Defence,1996-03-12,Egypt,
825,Egypt,83057,Mohamed Hany,Defence,1996-01-25,Egypt,
825,Egypt,245519,Yasser Ibrahim,Defence,1993-02-10,Egypt,
825,Egypt,245553,Ahmed El Fotouh,Defence,1998-03-22,Egypt,
825,Egypt,245563,Mohamed Abdelmonem,Defence,1999-02-01,Egypt,
825,Egypt,245625,Rami Rabia,Defence,1993-05-20,Egypt,
825,Egypt,261033,Hossam Abdelmaguid,Defence,2001-04-30,Egypt,
825,Egypt,295343,Tarek Alaa,Defence,2002-01-05,Egypt,
825,Egypt,45207,Zizo,Midfield,1996-01-10,Egypt,
825,Egypt,114669,Nabil Dunga,Midfield,1996-04-06,Egypt,
825,Egypt,132389,Hamdy Fathy,Midfield,1994-09-29,Egypt,
825,Egypt,180952,Trezeguet,Midfield,1994-10-01,Egypt,
825,Egypt,191972,Emam Ashour,Midfield,1998-02-20,Egypt,
825,Egypt,245550,Mohanad Lashin,Midfield,1996-05-29,Egypt,
825,Egypt,245582,Marwan Attia,Midfield,1998-08-12,Egypt,
825,Egypt,261012,Mahmoud Saber,Midfield,2001-07-30,Egypt,
825,Egypt,295848,Mostafa Ziko,Midfield,1997-04-27,Egypt,
825,Egypt,3754,Mohamed Salah,Offence,1992-06-15,Egypt,
825,Egypt,66896,Omar Marmoush,Offence,1999-02-07,Egypt,
825,Egypt,98222,Haissem Hassan,Offence,2002-02-08,Egypt,
825,Egypt,253635,Ibrahim Adel,Offence,2001-04-24,Egypt,
825,Egypt,274542,Hamza Abdelkarim,Offence,2008-01-01,Egypt,
828,Canada,21226,Maxime Crépeau,Goalkeeper,1994-05-11,Canada,
828,Canada,113351,Dayne St. Clair,Goalkeeper,1997-05-09,Canada,
828,Canada,189264,Owen Goodman,Goalkeeper,2003-11-27,Canada,
828,Canada,21288,Alphonso Davies,Defence,2000-11-02,Canada,
828,Canada,77691,Richie Laryea,Defence,1995-01-07,Canada,
828,Canada,81286,Alfie Jones,Defence,1997-10-07,Canada,
828,Canada,112209,Joel Waterman,Defence,1996-01-24,Canada,
828,Canada,113228,Derek Cornelius,Defence,1997-11-25,Canada,
828,Canada,118604,Alistair Johnston,Defence,1998-10-08,Canada,
828,Canada,192153,Moise Bombito,Defence,2000-03-30,Canada,
828,Canada,217596,Luc De Fougerolles,Defence,2005-10-12,Canada,
828,Canada,21199,Jonathan Osorio,Midfield,1992-12-06,Canada,
828,Canada,37479,Stephen Eustáquio,Midfield,1996-12-21,Canada,
828,Canada,72777,Mathieu Choinière,Midfield,1999-02-07,Canada,
828,Canada,113175,Tajon Buchanan,Midfield,1999-02-08,Canada,
828,Canada,140546,Marcelo Flores,Midfield,2003-10-01,Canada,
828,Canada,171216,Nathan-Dylan Saliba,Midfield,2004-02-07,Canada,
828,Canada,172183,Ismael Kone,Midfield,2002-06-06,Canada,
828,Canada,181976,Ali Ahmed,Midfield,2000-10-10,Canada,
828,Canada,216809,Niko Sigur,Midfield,2003-09-09,Canada,
828,Canada,8924,Jonathan David,Offence,2000-01-14,Canada,
828,Canada,15958,Cyle Larin,Offence,1995-04-17,Canada,
828,Canada,110807,Liam Millar,Offence,1999-09-27,Canada,
828,Canada,111842,Jacob Shaffelburg,Offence,1999-11-26,Canada,
828,Canada,177826,Tani Oluwaseyi,Offence,2000-05-15,Canada,
828,Canada,260992,Promise Akinpelu,Offence,2001-07-03,Canada,
836,Haiti,154781,Alexandre Pierre,Goalkeeper,2001-02-25,Haiti,
836,Haiti,170624,Johny Placide,Goalkeeper,1988-01-29,Haiti,
836,Haiti,295199,Josué Duverger,Goalkeeper,2000-04-27,Haiti,
836,Haiti,532,Carlens Arcus,Defence,1996-06-28,Haiti,
836,Haiti,776,Jean-Kevin Duverne,Defence,1997-08-12,Haiti,
836,Haiti,8845,Hannes Delcroix,Defence,1999-02-28,Haiti,
836,Haiti,158228,Martin Expérience,Defence,1999-03-09,Haiti,
836,Haiti,166220,Ricardo Adé,Defence,1990-05-21,Haiti,
836,Haiti,253605,Duke LaCroix,Defence,1993-10-14,Haiti,
836,Haiti,256398,Keeto Thermoncy,Defence,2006-03-29,Haiti,
836,Haiti,291152,Wilguens Paugain,Defence,2001-08-24,Haiti,
836,Haiti,433,Leverton Pierre,Midfield,1998-03-09,Haiti,
836,Haiti,788,Jean-Ricner Bellegarde,Midfield,1998-06-27,Haiti,
836,Haiti,77609,Derrick Etienne,Midfield,1996-11-25,Haiti,
836,Haiti,177049,Danley Jean Jacques,Midfield,2000-05-20,Haiti,
836,Haiti,182788,Dominique Simon,Midfield,2000-07-29,Haiti,
836,Haiti,250006,Carl Sainté,Midfield,2002-08-09,Haiti,
836,Haiti,295197,Woodensky Pierre,Midfield,2004-12-30,Haiti,
836,Haiti,5380,Duckens Nazon,Offence,1994-04-07,Haiti,
836,Haiti,74870,Frantzdy Pierrot,Offence,1995-03-29,Haiti,
836,Haiti,82421,Yassin Fortune,Offence,1999-01-30,Haiti,
836,Haiti,83599,Wilson Isidor,Offence,2000-08-27,Haiti,
836,Haiti,106726,Lenny Joseph,Offence,2000-10-12,Haiti,
836,Haiti,125787,Louicius Don Deedson,Offence,2001-02-11,Haiti,
836,Haiti,152737,Josué Casimir,Offence,2001-09-24,Haiti,
836,Haiti,152801,Ruben Providence,Offence,2001-07-07,Haiti,
840,Iran,3797,Hossein Hosseini,Goalkeeper,1992-06-30,Iran,
840,Iran,103099,Payam Niazmand,Goalkeeper,1995-04-06,Iran,
840,Iran,171319,Alireza Beiranvand,Goalkeeper,1992-09-21,Iran,
840,Iran,3800,Ehsan Hajsafi,Defence,1990-02-25,Iran,
840,Iran,3804,Ramin Rezaeian,Defence,1990-03-21,Iran,
840,Iran,3811,Milad Mohammadi,Defence,1993-09-29,Iran,
840,Iran,231884,Hossein Kanaanizadegan,Defence,1994-03-23,Iran,
840,Iran,231889,Shojae Khalilzadeh,Defence,1989-05-14,Iran,
840,Iran,231900,Rouzbeh Cheshmi,Defence,1993-07-24,Iran,
840,Iran,249673,Saleh Hardani,Defence,1998-12-26,Iran,
840,Iran,295339,Ali Nemati,Defence,1996-02-07,Iran,
840,Iran,295340,Danial Eiri,Defence,2003-10-26,Iran,
840,Iran,3821,Saeid Ezatolahi,Midfield,1996-10-01,Iran,
840,Iran,189724,Mehdi Torabi,Midfield,1994-09-10,Iran,
840,Iran,189790,Mohammad Ghorbani,Midfield,2001-05-21,Iran,
840,Iran,244158,Ariya Yousefi,Midfield,2002-04-22,Iran,
840,Iran,249672,Medhi Ghayedi,Midfield,1998-12-05,Iran,
840,Iran,295334,Amir Razzaghinia,Midfield,2006-04-11,Iran,
840,Iran,3819,Alireza Jahanbakhsh,Offence,1993-08-11,Iran,
840,Iran,3820,Mehdi Taremi,Offence,1992-07-18,Iran,
840,Iran,33634,Dennis Eckert,Offence,1997-01-09,Iran,
840,Iran,119530,Ali Alipour,Offence,1995-11-11,Iran,
840,Iran,152180,Shahriar Moghanlou,Offence,1994-12-21,Iran,
840,Iran,172641,Mohammad Mohebi,Offence,1998-12-20,Iran,
840,Iran,179746,Saman Ghoddos,Offence,1993-09-06,Iran,
840,Iran,254746,Amir Hosseinzadeh,Offence,2000-10-30,Iran,
1060,Bosnia-Herzegovina,17645,Martin Zlomislić,Goalkeeper,1998-08-16,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,65105,Nikola Vasilj,Goalkeeper,1995-12-02,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,276572,Mladen Jurkas,Goalkeeper,2007-10-07,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,7786,Sead Kolašinac,Defence,1993-06-20,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,15357,Dennis Hadžikadunić,Defence,1998-07-09,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,17869,Nihad Mujakić,Defence,1998-04-15,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,23182,Nikola Katić,Defence,1996-10-10,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,65758,Stjepan Radeljić,Defence,1997-09-05,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,81816,Amar Dedić,Defence,2002-08-18,Austria,
1060,Bosnia-Herzegovina,189153,Tarik Muharemović,Defence,2003-02-28,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,216398,Nidal Čelik,Defence,2006-07-17,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,9400,Dženis Burnić,Midfield,1998-05-22,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,23206,Ivan Šunjić,Midfield,1996-10-09,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,30102,Amir Hadžiahmetović,Midfield,1997-03-08,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,119385,Armin Gigovic,Midfield,2002-04-06,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,147030,Ivan Bašić,Midfield,2002-04-30,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,189280,Benjamin Tahirovic,Midfield,2003-03-03,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,221764,Ermin Mahmic,Midfield,2005-03-14,Bosnia and Herzegovina,
1060,Bosnia-Herzegovina,275052,Amar Memić,Midfield,2001-01-20,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,1822,Edin Džeko,Offence,1986-03-17,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,17767,Jovo Lukić,Offence,1998-11-28,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,33242,Ermedin Demirovic,Offence,1998-03-25,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,63218,Haris Tabaković,Offence,1994-06-20,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,172226,Samed Bazdar,Offence,2004-01-31,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,186380,Esmir Bajraktarevic,Offence,2005-03-10,Bosnia-Herzegovina,
1060,Bosnia-Herzegovina,272213,Kerim Alajbegović,Offence,2007-09-21,Bosnia-Herzegovina,
1836,Panama,28382,Luis Mejía,Goalkeeper,1991-03-16,Panama,
1836,Panama,100186,Orlando Mosquera,Goalkeeper,1994-12-25,Panama,
1836,Panama,110566,Cesar Samudio,Goalkeeper,1994-03-23,Panama,
1836,Panama,22771,Roderick Miller,Defence,1992-04-03,Panama,
1836,Panama,43786,Fidel Escobar,Defence,1995-01-09,Panama,
1836,Panama,43787,Éric Davis,Defence,1991-03-31,Panama,
1836,Panama,76711,Andrés Andrade,Defence,1998-10-16,Panama,
1836,Panama,84481,César Blackman,Defence,1998-04-02,Panama,
1836,Panama,100199,Jiovany Ramos,Defence,1997-01-26,Panama,
1836,Panama,103208,José Cordoba,Defence,2001-06-03,Panama,
1836,Panama,188908,Michael Murillo,Defence,1996-02-11,Panama,
1836,Panama,253717,Edgardo Fariña,Defence,2001-09-21,Panama,
1836,Panama,275040,Jorge Gutiérrez,Defence,1998-09-01,Panama,
1836,Panama,3864,Adalberto Carrasquilla,Midfield,1998-11-28,Panama,
1836,Panama,8919,José Luis Rodríguez,Midfield,1998-06-19,Panama,
1836,Panama,28668,Cecilio Waterman,Midfield,1991-04-13,Panama,
1836,Panama,39139,Édgar Bárcenas,Midfield,1993-10-23,Panama,
1836,Panama,43793,Aníbal Godoy,Midfield,1990-02-10,Panama,
1836,Panama,58751,Alberto Quintero,Midfield,1987-12-18,Panama,
1836,Panama,103158,Carlos Harvey,Midfield,2000-02-03,Panama,
1836,Panama,110577,César Yanis,Midfield,1996-01-28,Panama,
1836,Panama,166946,Christian Martinez,Midfield,1997-02-06,Panama,
1836,Panama,3868,José Fajardo,Offence,1993-08-18,Panama,
1836,Panama,43795,Ismael Díaz,Offence,1997-05-12,Panama,
1836,Panama,105650,Tomas Rodriguez,Offence,1999-03-09,Panama,
1836,Panama,159094,Azarias Londoño,Offence,2001-06-21,Panama,
1930,Cape Verde Islands,53172,Márcio Rosa,Goalkeeper,1997-02-23,Cape Verde Islands,
1930,Cape Verde Islands,120725,Vózinha,Goalkeeper,1986-06-03,Cape Verde Islands,
1930,Cape Verde Islands,150997,C.J. dos Santos,Goalkeeper,2000-08-24,Cape Verde Islands,
1930,Cape Verde Islands,593,Steven Moreira,Defence,1994-08-13,Cape Verde Islands,
1930,Cape Verde Islands,814,Logan Costa,Defence,2001-04-01,Cape Verde Islands,
1930,Cape Verde Islands,36618,Roberto Lopes,Defence,1992-06-17,Cape Verde Islands,
1930,Cape Verde Islands,45328,Diney Borges,Defence,1995-01-17,Cape Verde Islands,
1930,Cape Verde Islands,63097,Stopira,Defence,1988-05-20,Cape Verde Islands,
1930,Cape Verde Islands,209178,Sidny Lopes Cabral,Defence,2002-09-18,Cape Verde Islands,
1930,Cape Verde Islands,213136,Wagner Pina,Defence,2002-11-03,Cape Verde Islands,
1930,Cape Verde Islands,246869,Kelvin Pires,Defence,2000-06-05,Cape Verde Islands,
1930,Cape Verde Islands,7759,Deroy Duarte,Midfield,1999-07-04,Cape Verde Islands,
1930,Cape Verde Islands,30554,Garry Rodrigues,Midfield,1990-11-27,Cape Verde Islands,
1930,Cape Verde Islands,40121,Kevin Pina,Midfield,1997-01-27,Cape Verde Islands,
1930,Cape Verde Islands,67968,Laros Duarte,Midfield,1997-02-28,Cape Verde Islands,
1930,Cape Verde Islands,103108,Yannick Semedo,Midfield,1995-12-29,Cape Verde Islands,
1930,Cape Verde Islands,145346,Telmo Arcanjo,Midfield,2001-06-21,Cape Verde Islands,
1930,Cape Verde Islands,167455,Jamiro Monteiro,Midfield,1993-11-23,Cape Verde Islands,
1930,Cape Verde Islands,212575,João Paulo,Midfield,1998-05-26,Cape Verde Islands,
1930,Cape Verde Islands,9278,Willy Semedo,Offence,1994-04-27,Cape Verde Islands,
1930,Cape Verde Islands,30502,Ryan Mendes,Offence,1990-01-08,Cape Verde Islands,
1930,Cape Verde Islands,37116,Jovane Cabral,Offence,1998-06-14,Cape Verde Islands,
1930,Cape Verde Islands,151942,Gilson Tavares,Offence,2001-12-29,Cape Verde Islands,
1930,Cape Verde Islands,166784,Nuno Da Costa,Offence,1991-02-10,Cape Verde Islands,
1930,Cape Verde Islands,175919,Dailon Rocha Livramento,Offence,2001-05-04,Cape Verde Islands,
1930,Cape Verde Islands,213119,Hélio Varela,Offence,2002-05-03,Cape Verde Islands,
1934,Congo DR,98898,Timothy Fayulu,Goalkeeper,1999-07-24,Congo DR,
1934,Congo DR,106838,Lionel Mpasi,Goalkeeper,1994-08-01,Congo DR,
1934,Congo DR,170838,Matthieu Epolo,Goalkeeper,2005-01-15,Congo DR,
1934,Congo DR,3894,Axel Tuanzebe,Defence,1997-11-14,Congo DR,
1934,Congo DR,7918,Chancel Mbemba,Defence,1994-08-08,Congo DR,
1934,Congo DR,8158,Aaron Wan-Bissaka,Defence,1997-11-26,Congo DR,
1934,Congo DR,8204,Arthur Masuaku,Defence,1993-11-07,Congo DR,
1934,Congo DR,8700,Joris Kayembe,Defence,1994-08-08,Congo DR,
1934,Congo DR,9160,Dylan Batubinsika,Defence,1996-02-15,Congo DR,
1934,Congo DR,82600,Gédéon Kalulu,Defence,1997-08-29,Congo DR,
1934,Congo DR,220602,Steve Kapuadi,Defence,1998-04-30,Congo DR,
1934,Congo DR,8596,Gaël Kakuta,Midfield,1991-06-21,Congo DR,
1934,Congo DR,8701,Samuel Moutoussamy,Midfield,1996-08-12,Congo DR,
1934,Congo DR,8854,Edo Kayembe,Midfield,1998-06-03,Congo DR,
1934,Congo DR,14596,Aaron Tshibola,Midfield,1995-01-02,Congo DR,
1934,Congo DR,30876,Charles Pickel,Midfield,1997-05-15,Congo DR,
1934,Congo DR,182273,Noah Sadiki,Midfield,2004-12-17,Congo DR,
1934,Congo DR,192666,Ngal'ayel Mukau,Midfield,2004-11-03,Congo DR,
1934,Congo DR,612,Yoane Wissa,Offence,1996-09-03,Congo DR,
1934,Congo DR,9309,Theo Bongonda,Offence,1995-11-20,Congo DR,
1934,Congo DR,21583,Cédric Bakambu,Offence,1991-04-11,Congo DR,
1934,Congo DR,74554,Simon Banza,Offence,1996-08-13,Congo DR,
1934,Congo DR,125668,Nathanael Mbuku,Offence,2002-03-16,Congo DR,
1934,Congo DR,166776,Meschack Elia,Offence,1997-08-06,Congo DR,
1934,Congo DR,243626,Brian Cipenga,Offence,1998-03-11,Congo DR,
1934,Congo DR,245577,Fiston Mayele,Offence,1994-06-24,Congo DR,
1935,Ivory Coast,616,Yahia Fofana,Goalkeeper,2000-08-21,Ivory Coast,
1935,Ivory Coast,8292,Alban Lafont,Goalkeeper,1999-01-23,Ivory Coast,
1935,Ivory Coast,170943,Mohamed Kone,Goalkeeper,2002-03-07,Ivory Coast,
1935,Ivory Coast,526,Evan N'Dicka,Defence,1999-08-20,Ivory Coast,
1935,Ivory Coast,700,Christopher Operi,Defence,1997-04-29,Ivory Coast,
1935,Ivory Coast,37432,Ghislain Konan,Defence,1995-12-27,Ivory Coast,
1935,Ivory Coast,113375,Wilfried Singo,Defence,2000-12-25,Ivory Coast,
1935,Ivory Coast,135473,Guela Doué,Defence,2002-10-17,Ivory Coast,
1935,Ivory Coast,149731,Emmanuel Agbadou,Defence,1997-06-17,Ivory Coast,
1935,Ivory Coast,167098,Odilon Kossounou,Defence,2001-01-04,Ivory Coast,
1935,Ivory Coast,191760,Ousmane Diomande,Defence,2003-12-04,Ivory Coast,
1935,Ivory Coast,1747,Franck Kessié,Midfield,1996-12-19,Ivory Coast,
1935,Ivory Coast,2126,Seko Fofana,Midfield,1995-05-07,Ivory Coast,
1935,Ivory Coast,8307,Ibrahim Sangaré,Midfield,1997-12-02,Ivory Coast,
1935,Ivory Coast,8430,Jean Michaël Seri,Midfield,1991-07-19,Ivory Coast,
1935,Ivory Coast,133584,Amad Diallo,Midfield,2002-07-11,Ivory Coast,
1935,Ivory Coast,144698,Parfait Guiagon,Midfield,2001-02-22,Ivory Coast,
1935,Ivory Coast,269161,Christ Ravynel Inao Oulaï,Midfield,2006-04-06,Ivory Coast,
1935,Ivory Coast,8412,Nicolas Pépé,Offence,1995-05-29,Ivory Coast,
1935,Ivory Coast,128710,Evann Guessand,Offence,2001-07-01,Ivory Coast,
1935,Ivory Coast,152738,Ange-Yoan Bonny,Offence,2003-10-25,Ivory Coast,
1935,Ivory Coast,156808,Sepe Elye Wahi,Offence,2003-01-02,Ivory Coast,
1935,Ivory Coast,166249,Simon Adingra,Offence,2002-01-01,Ivory Coast,
1935,Ivory Coast,188275,Oumar Diakite,Offence,2003-12-20,Ivory Coast,
1935,Ivory Coast,249312,Bazoumana Touré,Offence,2006-03-02,Ivory Coast,
1935,Ivory Coast,277484,Yan Diomandé,Offence,2006-11-14,Ivory Coast,
8030,Qatar,103173,Salah Zakaria,Goalkeeper,1999-04-24,Qatar,
8030,Qatar,129104,Meshaal Barsham,Goalkeeper,1998-02-14,Qatar,
8030,Qatar,156781,Mahmoud Abunada,Goalkeeper,2000-02-05,Qatar,
8030,Qatar,115828,Boualem Khoukhi,Defence,1990-07-09,Qatar,
8030,Qatar,189707,Jassem Gaber Abdulsallam,Defence,2002-02-20,Qatar,
8030,Qatar,189725,Homam Ahmed,Defence,1999-08-25,Qatar,
8030,Qatar,189969,Ró-Ró,Defence,1990-08-06,Qatar,
8030,Qatar,194260,Lucas Mendes,Defence,1990-07-03,Qatar,
8030,Qatar,249804,Sultan Al Brake,Defence,1996-04-07,Qatar,
8030,Qatar,253305,Hashemi Al Hussain,Defence,2003-08-15,Qatar,
8030,Qatar,295191,Issa Laye,Defence,1997-12-22,Qatar,
8030,Qatar,295196,Ayoub Al-Oui,Defence,2005-03-11,Qatar,
8030,Qatar,57667,Assim Madibo,Midfield,1996-10-22,Qatar,
8030,Qatar,115827,Abdulaziz Hatem,Midfield,1990-10-28,Qatar,
8030,Qatar,115829,Karim Boudiaf,Midfield,1990-09-16,Qatar,
8030,Qatar,115832,Ahmed Fathy,Midfield,1993-01-25,Qatar,
8030,Qatar,129107,Yusuf Abdurisag,Midfield,1999-08-06,Qatar,
8030,Qatar,249923,Ahmed Al Ganehi,Midfield,2000-09-22,Qatar,
8030,Qatar,253301,Tahsin Jamshid,Midfield,2006-06-16,Qatar,
8030,Qatar,295195,Mohamed Al-Mannai,Midfield,2003-10-30,Qatar,
8030,Qatar,57652,Akram Afif,Offence,1996-11-18,Qatar,
8030,Qatar,115837,Almoez Ali,Offence,1996-08-19,Qatar,
8030,Qatar,135684,Mohammed Muntari,Offence,1993-12-20,Qatar,
8030,Qatar,189973,Hassan Al Haydos,Offence,1990-12-11,Qatar,
8030,Qatar,189976,Ahmed Alaa Eldin,Offence,1993-01-31,Qatar,
8030,Qatar,255986,Edmílson,Offence,1994-08-19,Qatar,
